ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
37362,F,PA,19040,190,19,15,29,106,135,2,0,0,0,0,0,0,2,No
38572,M,NJ,8758,87,19,15,23,112,135,2,2,0,0,0,0,0,0,No
45081,F,NJ,8753,87,23,15,26,109,135,2,1,0,0,1,0,0,0,No
17848,F,NY,11001,110,19,15,25,109,134,2,1,0,1,0,0,0,0,No
45614,M,MA,1104,11,17,15,29,105,134,2,0,0,1,0,0,0,1,No
54009,F,NY,11596,115,17,15,24,110,134,2,1,1,0,0,0,0,0,No
32283,F,MD,20732,207,17,15,28,105,133,2,0,0,1,0,0,1,0,No
41755,F,PA,19057,190,19,15,28,105,133,2,0,0,0,1,0,1,0,No
49864,F,PA,19134,191,19,15,26,107,133,2,0,0,1,1,0,0,0,No
12391,M,NY,11230,112,21,15,24,108,132,2,1,1,0,0,0,0,0,No
23420,F,VI,823,8,19,15,25,107,132,2,1,0,1,0,0,0,0,No
28998,M,DC,20019,200,19,15,29,103,132,2,1,0,0,0,0,0,1,Yes
51139,M,NY,14485,144,19,15,29,103,132,2,0,0,0,0,0,1,1,No
58226,F,MD,21210,212,19,15,29,103,132,2,0,0,0,1,0,0,1,No
58821,F,MD,20866,208,19,15,25,107,132,2,0,0,2,0,0,0,0,No
31934,M,NY,11961,119,17,15,25,106,131,2,1,0,1,0,0,0,0,No
38135,M,MA,1379,13,17,15,25,105,130,2,0,0,2,0,0,0,0,No
14847,M,NJ,7016,70,19,15,27,102,129,2,0,0,1,0,1,0,0,No
19963,F,PA,19147,191,19,15,29,100,129,2,0,1,0,0,0,0,1,No
32985,M,MA,2136,21,21,15,29,100,129,2,0,0,1,0,0,0,1,No
50469,F,NY,10707,107,23,15,25,104,129,2,1,0,1,0,0,0,0,No
58040,F,NY,11730,117,17,15,23,106,129,2,2,0,0,0,0,0,0,No
17896,F,MD,21044,210,19,15,27,101,128,2,1,0,0,0,1,0,0,No
20943,F,NJ,8848,88,23,15,27,101,128,2,0,0,1,0,1,0,0,No
24048,F,NJ,8873,88,21,15,26,102,128,2,0,0,1,1,0,0,0,No
36357,M,NJ,8054,80,19,15,28,100,128,2,0,0,1,0,0,1,0,No
38744,F,PA,19056,190,21,15,23,105,128,2,2,0,0,0,0,0,0,No
54366,F,CT,6517,65,19,15,23,105,128,2,2,0,0,0,0,0,0,No
18678,F,NJ,7405,74,21,15,29,98,127,2,0,0,0,1,0,0,1,No
23237,M,NY,10012,100,21,15,29,98,127,2,0,1,0,0,0,0,1,No
25317,F,NJ,8648,86,19,15,29,98,127,2,0,1,0,0,0,0,1,No
28152,M,NY,10001,100,21,15,25,102,127,2,1,0,1,0,0,0,0,No
36344,F,NJ,7755,77,17,15,29,98,127,2,0,0,0,0,0,1,1,No
51125,F,NY,10312,103,21,15,29,98,127,2,1,0,0,0,0,0,1,No
51370,M,NY,10016,100,21,15,28,99,127,2,0,0,0,1,0,1,0,No
47841,M,CT,6878,68,19,15,26,100,126,2,0,0,1,1,0,0,0,No
50652,F,PA,18104,181,19,15,26,100,126,2,0,0,1,1,0,0,0,No
58102,F,NJ,8078,80,17,15,26,100,126,2,0,0,0,2,0,0,0,No
13800,F,MD,21133,211,17,15,29,96,125,2,0,0,0,0,0,0,2,Yes
29792,F,NJ,8080,80,17,15,29,96,125,2,0,1,0,0,0,0,1,No
31684,F,PA,19152,191,17,15,28,97,125,2,0,0,0,0,1,1,0,No
32628,F,NJ,7059,70,19,15,26,99,125,2,0,0,1,1,0,0,0,No
34252,F,NY,11598,115,21,15,23,102,125,2,2,0,0,0,0,0,0,No
47672,F,NY,10021,100,21,15,25,100,125,2,1,0,1,0,0,0,0,No
50728,M,NJ,7801,78,21,15,26,99,125,2,0,0,1,1,0,0,0,No
57807,F,NY,12180,121,21,15,26,99,125,2,0,0,1,1,0,0,0,No
27046,F,PA,19401,194,23,15,29,95,124,2,0,0,0,1,0,0,1,No
39040,F,NY,10562,105,19,15,25,99,124,2,1,0,1,0,0,0,0,No
47887,M,NY,14068,140,21,15,29,95,124,2,0,1,0,0,0,0,1,No
24448,F,MD,21056,210,19,15,29,94,123,2,1,0,0,0,0,0,1,No
35797,F,PA,19124,191,21,15,28,95,123,2,1,0,0,0,0,1,0,No
17573,F,MD,21210,212,17,15,25,97,122,2,1,0,1,0,0,0,0,No
34692,F,NJ,7024,70,17,15,29,93,122,2,0,0,0,0,0,1,1,No
43699,F,NJ,7002,70,21,15,25,97,122,2,0,0,2,0,0,0,0,No
15394,F,NY,10306,103,19,15,27,94,121,2,0,0,0,1,1,0,0,No
35070,F,NJ,7646,76,21,15,29,92,121,2,0,0,0,0,0,1,1,No
45673,M,PA,19151,191,19,15,28,93,121,2,0,0,0,0,1,1,0,Yes
46767,F,NJ,8758,87,19,15,29,92,121,2,1,0,0,0,0,0,1,No
57623,M,MA,2178,21,23,15,27,94,121,2,0,0,1,0,1,0,0,No
15580,F,NY,10987,109,21,15,29,91,120,2,1,0,0,0,0,0,1,No
24662,F,NY,10023,100,23,15,26,94,120,2,0,1,0,1,0,0,0,No
30591,M,NY,10470,104,21,15,27,93,120,2,1,0,0,0,1,0,0,No
47105,F,NJ,8081,80,21,15,29,91,120,2,0,0,0,1,0,0,1,No
22537,F,NY,10023,100,21,15,27,92,119,2,0,0,0,1,1,0,0,No
24778,M,PA,18326,183,21,15,29,90,119,2,0,1,0,0,0,0,1,No
30613,F,NY,12601,126,21,15,24,95,119,2,1,1,0,0,0,0,0,No
40760,M,NY,11803,118,17,15,25,94,119,2,0,0,2,0,0,0,0,No
44613,M,NJ,8054,80,19,15,25,94,119,2,1,0,1,0,0,0,0,No
57311,F,NJ,7931,79,21,15,29,90,119,2,1,0,0,0,0,0,1,No
30968,F,NY,11559,115,21,15,24,94,118,2,1,1,0,0,0,0,0,No
32859,F,NY,11385,113,21,15,25,92,117,2,1,0,1,0,0,0,0,No
39481,F,PA,15061,150,17,15,26,91,117,2,0,0,1,1,0,0,0,No
51490,M,NY,10956,109,17,15,29,88,117,2,0,0,0,1,0,0,1,No
21958,F,PA,19111,191,23,15,29,87,116,2,0,0,0,0,0,1,1,No
31786,M,NY,14224,142,21,15,25,91,116,2,1,0,1,0,0,0,0,No
14791,M,PA,16033,160,23,15,26,89,115,2,1,0,0,1,0,0,0,No
19348,F,NY,11949,119,17,15,25,90,115,2,0,1,1,0,0,0,0,No
31268,F,PA,17603,176,17,15,26,89,115,2,1,0,0,1,0,0,0,No
27734,F,NY,11722,117,17,15,25,89,114,2,1,0,1,0,0,0,0,No
31396,F,NJ,7701,77,19,15,25,89,114,2,1,0,1,0,0,0,0,No
35060,F,NY,10705,107,23,15,25,89,114,2,1,0,1,0,0,0,0,No
51154,F,NJ,7063,70,23,15,24,90,114,2,1,1,0,0,0,0,0,No
28436,M,PA,17111,171,21,15,23,90,113,2,2,0,0,0,0,0,0,No
31284,F,MD,21090,210,21,15,29,84,113,2,1,0,0,0,0,0,1,No
35621,F,MA,1503,15,17,15,27,86,113,2,0,0,1,0,1,0,0,No
41195,M,NJ,8075,80,19,15,27,86,113,2,0,0,1,0,1,0,0,No
56661,F,NY,11725,117,23,15,25,88,113,2,1,0,1,0,0,0,0,No
52662,M,MD,21009,210,21,15,29,83,112,2,1,0,0,0,0,0,1,No
10446,M,NJ,7029,70,23,15,27,84,111,2,0,0,1,0,1,0,0,No
30076,F,NY,13797,137,21,15,29,82,111,2,0,0,0,0,1,0,1,Yes
17394,F,MD,21093,210,23,15,29,81,110,2,1,0,0,0,0,0,1,No
34590,F,NJ,8520,85,23,15,29,81,110,2,0,0,1,0,0,0,1,No
50521,F,NY,11001,110,21,15,28,82,110,2,1,0,0,0,0,1,0,No
53767,M,CT,6074,60,21,15,26,84,110,2,0,0,1,1,0,0,0,No
16537,M,MD,20721,207,19,15,28,81,109,2,0,0,1,0,0,1,0,No
19359,F,NH,3253,32,19,15,28,81,109,2,0,0,0,0,1,1,0,No
42382,F,NJ,7204,72,23,15,25,84,109,2,0,0,2,0,0,0,0,No
32366,F,NY,11432,114,21,15,28,80,108,2,0,1,0,0,0,1,0,No
33708,F,MD,20817,208,19,15,28,80,108,2,0,1,0,0,0,1,0,No
34634,F,PA,16901,169,21,15,24,84,108,2,1,1,0,0,0,0,0,No
43194,F,PA,19038,190,21,15,25,83,108,2,0,0,2,0,0,0,0,No
51882,F,MA,1585,15,17,15,28,80,108,2,0,1,0,0,0,1,0,Yes
18080,M,CT,6525,65,21,15,27,80,107,2,0,0,0,1,1,0,0,No
15099,F,NY,11722,117,23,15,28,78,106,2,0,1,0,0,0,1,0,No
17620,F,NJ,7050,70,19,15,25,81,106,2,0,0,2,0,0,0,0,No
44380,F,NJ,7735,77,17,15,25,81,106,2,1,0,1,0,0,0,0,No
12948,F,NJ,7407,74,21,15,28,77,105,2,1,0,0,0,0,1,0,No
22646,F,NY,13856,138,21,15,26,79,105,2,1,0,0,1,0,0,0,No
39831,M,NJ,7005,70,21,15,26,79,105,2,0,0,1,1,0,0,0,No
40758,F,NY,11743,117,23,15,29,76,105,2,0,0,0,0,0,1,1,No
50079,F,MD,20748,207,21,15,25,80,105,2,1,0,1,0,0,0,0,No
50681,F,NH,3842,38,23,15,25,80,105,2,0,1,1,0,0,0,0,No
23986,F,NJ,8873,88,23,15,24,80,104,2,1,1,0,0,0,0,0,No
30741,M,MD,21045,210,17,15,26,78,104,2,0,1,0,1,0,0,0,No
33270,F,NJ,8757,87,21,15,29,75,104,2,0,0,1,0,0,0,1,No
34358,F,NY,10028,100,19,15,25,79,104,2,1,0,1,0,0,0,0,No
58131,F,DE,19977,199,21,15,29,75,104,2,0,1,0,0,0,0,1,No
19715,M,NY,13660,136,21,15,28,75,103,2,0,0,1,0,0,1,0,No
53053,F,MA,1844,18,23,15,25,78,103,2,1,0,1,0,0,0,0,No
16439,F,NY,11716,117,19,15,29,73,102,2,1,0,0,0,0,0,1,No
19775,M,NY,11701,117,17,15,26,76,102,2,1,0,0,1,0,0,0,No
57441,F,NJ,7747,77,21,15,27,75,102,2,0,0,0,0,2,0,0,No
59675,M,CT,6798,67,17,15,29,73,102,2,1,0,0,0,0,0,1,No
10658,F,NJ,7058,70,21,15,25,76,101,2,0,0,2,0,0,0,0,No
13025,F,NY,11757,117,23,15,26,75,101,2,0,0,1,1,0,0,0,No
26671,M,NY,11751,117,23,15,25,76,101,2,0,1,1,0,0,0,0,No
27901,F,CT,6360,63,21,15,29,72,101,2,0,0,0,1,0,0,1,No
44022,F,NY,10901,109,19,15,29,72,101,2,0,0,0,1,0,0,1,No
54493,F,MD,20815,208,19,15,25,76,101,2,1,0,1,0,0,0,0,No
59797,F,NJ,8757,87,19,15,29,72,101,2,0,0,1,0,0,0,1,No
36898,F,PA,15024,150,21,15,28,72,100,2,0,0,1,0,0,1,0,Yes
40968,M,NY,11566,115,21,15,29,71,100,2,0,1,0,0,0,0,1,No
41996,M,MA,1746,17,21,15,26,74,100,2,0,0,1,1,0,0,0,No
45105,M,NJ,8734,87,17,15,26,74,100,2,0,1,0,1,0,0,0,No
49955,F,NY,11801,118,23,15,29,70,99,2,0,0,1,0,0,0,1,No
55560,F,NY,11375,113,17,15,28,71,99,2,0,0,0,0,1,1,0,No
12572,F,NY,11001,110,23,15,26,72,98,2,0,0,1,1,0,0,0,No
39646,F,PA,19152,191,21,15,28,70,98,2,0,0,0,1,0,1,0,No
49007,F,NJ,8527,85,21,15,25,73,98,2,1,0,1,0,0,0,0,No
52812,F,NY,10605,106,21,15,28,70,98,2,0,0,0,1,0,1,0,No
13640,F,NY,11357,113,17,15,28,69,97,2,0,0,0,0,1,1,0,No
18618,F,NJ,7869,78,19,15,24,73,97,2,1,1,0,0,0,0,0,No
37764,M,NJ,7730,77,21,15,25,72,97,2,0,0,2,0,0,0,0,No
22924,F,PA,17551,175,19,15,29,67,96,2,0,0,0,1,0,0,1,No
35298,M,MD,21219,212,17,15,29,67,96,2,0,0,1,0,0,0,1,No
35582,F,NJ,8701,87,19,15,26,70,96,2,0,1,0,1,0,0,0,No
35031,F,NY,10980,109,23,15,28,67,95,2,0,0,0,1,0,1,0,No
14205,M,NJ,8109,81,17,15,25,69,94,2,0,0,2,0,0,0,0,No
29579,F,PA,15205,152,21,15,28,66,94,2,0,0,0,0,1,1,0,No
16776,F,NY,10031,100,19,15,29,64,93,2,1,0,0,0,0,0,1,No
20406,F,NJ,8012,80,23,15,26,67,93,2,0,0,1,1,0,0,0,No
15518,F,NY,10306,103,17,15,25,67,92,2,0,0,2,0,0,0,0,No
26001,F,PA,19116,191,21,15,29,63,92,2,1,0,0,0,0,0,1,No
51442,F,CT,6412,64,19,15,28,64,92,2,0,0,0,1,0,1,0,No
10799,F,MD,21046,210,17,15,28,63,91,2,0,0,1,0,0,1,0,No
24240,F,NY,11953,119,17,15,25,66,91,2,1,0,1,0,0,0,0,No
25973,F,MD,21204,212,23,15,27,64,91,2,0,1,0,0,1,0,0,No
30669,F,NY,11229,112,19,15,29,62,91,2,0,0,1,0,0,0,1,No
27908,F,NY,11946,119,21,15,29,61,90,2,1,0,0,0,0,0,1,No
45500,F,PA,17745,177,21,15,27,63,90,2,0,1,0,0,1,0,0,No
46163,M,NJ,7508,75,21,15,29,61,90,2,1,0,0,0,0,0,1,Yes
50708,F,PA,19008,190,19,15,28,61,89,2,1,0,0,0,0,1,0,No
27595,M,PA,19008,190,19,15,29,59,88,2,0,0,0,1,0,0,1,No
38551,M,PA,18042,180,21,15,28,60,88,2,0,0,0,0,0,2,0,Yes
38283,F,MA,1776,17,17,15,25,62,87,2,0,0,2,0,0,0,0,No
37546,F,NJ,7006,70,21,15,29,57,86,2,1,0,0,0,0,0,1,No
44642,F,NY,13620,136,23,15,26,60,86,2,0,0,0,2,0,0,0,No
44850,F,NJ,7004,70,19,15,29,57,86,2,0,0,0,0,0,0,2,No
19125,F,NJ,7856,78,21,15,28,57,85,2,1,0,0,0,0,1,0,No
29258,F,NJ,7060,70,21,15,27,58,85,2,0,0,1,0,1,0,0,No
35202,F,MD,21162,211,23,15,24,61,85,2,1,1,0,0,0,0,0,No
11267,F,MA,2021,20,23,15,29,55,84,2,0,0,1,0,0,0,1,No
27416,M,NY,11772,117,19,15,25,59,84,2,1,0,1,0,0,0,0,No
29032,F,NY,12804,128,21,15,25,59,84,2,0,1,1,0,0,0,0,No
29378,F,NY,10469,104,21,15,25,59,84,2,1,0,1,0,0,0,0,No
41407,F,MD,21228,212,19,15,24,60,84,2,0,2,0,0,0,0,0,No
52034,M,CT,6239,62,19,15,29,55,84,2,1,0,0,0,0,0,1,No
52233,F,NJ,7885,78,21,15,24,60,84,2,1,1,0,0,0,0,0,No
53893,F,NY,14072,140,21,15,27,57,84,2,0,0,0,1,1,0,0,No
22971,F,NY,11234,112,19,15,26,57,83,2,0,0,0,2,0,0,0,No
13007,F,NY,14526,145,21,15,26,56,82,2,0,1,0,1,0,0,0,No
16989,F,PA,19401,194,21,15,29,53,82,2,0,1,0,0,0,0,1,No
23398,M,MA,2663,26,23,15,28,54,82,2,0,0,0,1,0,1,0,No
23696,F,NY,11572,115,19,15,25,57,82,2,1,0,1,0,0,0,0,No
23840,F,PA,15085,150,23,15,28,54,82,2,0,0,1,0,0,1,0,No
30596,F,NY,10579,105,19,15,29,53,82,2,1,0,0,0,0,0,1,No
54157,F,PA,17602,176,21,15,27,55,82,2,0,0,1,0,1,0,0,No
17950,F,MD,21157,211,23,15,28,53,81,2,0,0,0,0,0,2,0,No
27550,F,NJ,8724,87,21,15,26,55,81,2,1,0,0,1,0,0,0,No
34068,M,DE,19975,199,19,15,25,56,81,2,1,0,1,0,0,0,0,No
42836,F,NJ,7003,70,19,15,28,53,81,2,1,0,0,0,0,1,0,No
46217,F,RI,2864,28,21,15,28,53,81,2,0,1,0,0,0,1,0,No
58867,F,NJ,8854,88,23,15,27,54,81,2,0,0,0,1,1,0,0,No
25836,M,NJ,8740,87,17,15,26,54,80,2,1,0,0,1,0,0,0,No
46074,M,NJ,8690,86,23,15,26,54,80,2,1,0,0,1,0,0,0,No
56819,F,NJ,7065,70,17,15,29,51,80,2,1,0,0,0,0,0,1,No
59633,F,NJ,8610,86,21,15,25,54,79,2,0,1,1,0,0,0,0,No
14071,F,NY,11762,117,19,15,27,51,78,2,1,0,0,0,1,0,0,No
17480,F,NY,11738,117,17,15,29,49,78,2,0,0,1,0,0,0,1,No
30822,F,NY,10023,100,21,15,23,55,78,2,2,0,0,0,0,0,0,No
31199,F,PA,18966,189,23,15,26,52,78,2,0,1,0,1,0,0,0,No
32620,F,NY,11743,117,21,15,29,49,78,2,0,0,1,0,0,0,1,No
41597,F,CT,6776,67,17,15,29,49,78,2,0,0,1,0,0,0,1,No
43521,F,MD,21225,212,19,15,26,52,78,2,1,0,0,1,0,0,0,No
50595,F,NJ,7642,76,21,15,25,53,78,2,1,0,1,0,0,0,0,No
13484,F,NJ,7024,70,17,15,29,48,77,2,1,0,0,0,0,0,1,No
14123,F,RI,2895,28,19,15,23,54,77,2,2,0,0,0,0,0,0,No
20827,M,MA,2368,23,17,15,29,48,77,2,0,0,0,0,0,1,1,No
31923,M,NY,11429,114,19,15,29,48,77,2,0,0,1,0,0,0,1,No
40837,F,CT,6811,68,21,15,27,50,77,2,0,0,0,0,2,0,0,No
32968,F,NY,10003,100,17,15,28,48,76,2,0,0,0,1,0,1,0,No
33999,F,PA,18017,180,21,15,28,48,76,2,0,0,0,0,0,2,0,No
18963,F,PA,19401,194,21,15,29,46,75,2,0,0,0,0,0,0,2,No
33234,F,MD,21204,212,23,15,24,51,75,2,1,1,0,0,0,0,0,No
36392,M,NJ,7874,78,23,15,29,46,75,2,1,0,0,0,0,0,1,No
37976,M,PA,19609,196,19,15,24,51,75,2,1,1,0,0,0,0,0,No
14932,F,MD,21122,211,21,15,26,48,74,2,0,1,0,1,0,0,0,No
29082,F,NY,11725,117,19,15,26,48,74,2,1,0,0,1,0,0,0,No
59005,F,NJ,7724,77,23,15,25,49,74,2,1,0,1,0,0,0,0,No
20291,F,NY,14616,146,23,15,29,44,73,2,0,0,0,1,0,0,1,No
20402,F,NJ,7047,70,23,15,26,47,73,2,1,0,0,1,0,0,0,No
24022,F,NY,12095,120,23,15,24,49,73,2,0,2,0,0,0,0,0,No
24098,M,NY,11216,112,23,15,25,48,73,2,0,1,1,0,0,0,0,No
27963,F,PA,19422,194,19,15,25,48,73,2,0,0,2,0,0,0,0,No
39791,M,NY,11691,116,21,15,25,48,73,2,0,1,1,0,0,0,0,No
54193,F,CT,6489,64,19,15,25,48,73,2,1,0,1,0,0,0,0,No
14902,F,NJ,8817,88,17,15,29,43,72,2,0,0,0,0,1,0,1,No
11286,F,NJ,8534,85,21,15,25,46,71,2,0,0,2,0,0,0,0,No
31272,M,NJ,8822,88,19,15,29,42,71,2,1,0,0,0,0,0,1,No
34700,F,PA,19606,196,19,15,29,42,71,2,0,0,0,0,0,0,2,No
47206,F,CT,6333,63,19,15,29,42,71,2,1,0,0,0,0,0,1,No
41694,F,NJ,8752,87,21,15,24,46,70,2,1,1,0,0,0,0,0,No
46199,F,DE,19720,197,23,15,25,45,70,2,1,0,1,0,0,0,0,No
50321,M,NY,14615,146,23,15,26,44,70,2,0,0,1,1,0,0,0,No
44281,F,MD,21215,212,23,15,26,43,69,2,0,0,1,1,0,0,0,No
45229,F,NY,11530,115,21,15,23,46,69,2,2,0,0,0,0,0,0,No
45746,M,PA,19002,190,19,15,25,44,69,2,1,0,1,0,0,0,0,No
14260,F,CT,6067,60,21,15,28,40,68,2,0,0,0,0,1,1,0,No
34578,M,NJ,8753,87,21,15,26,42,68,2,0,1,0,1,0,0,0,No
36153,F,NJ,7430,74,19,15,29,39,68,2,0,1,0,0,0,0,1,No
38406,F,NY,10037,100,19,15,25,43,68,2,1,0,1,0,0,0,0,No
43097,F,PA,15217,152,23,15,29,39,68,2,0,0,0,0,0,1,1,No
57180,F,DE,19971,199,17,15,29,39,68,2,0,0,1,0,0,0,1,No
58120,M,PA,19074,190,19,15,26,42,68,2,0,1,0,1,0,0,0,No
17466,F,NY,11691,116,21,15,29,38,67,2,0,0,1,0,0,0,1,No
20148,F,NY,11235,112,23,15,29,38,67,2,0,0,0,1,0,0,1,No
22302,F,PA,17113,171,19,15,27,40,67,2,0,0,0,0,2,0,0,No
22704,M,MA,1701,17,21,15,24,43,67,2,0,2,0,0,0,0,0,No
34211,F,MA,2043,20,23,15,24,43,67,2,1,1,0,0,0,0,0,No
41722,F,CT,6840,68,17,15,26,41,67,2,0,1,0,1,0,0,0,No
46852,F,NY,14127,141,19,15,26,41,67,2,1,0,0,1,0,0,0,No
25769,F,MD,21009,210,23,15,28,38,66,2,0,0,1,0,0,1,0,No
33201,F,NY,11795,117,21,15,29,37,66,2,0,0,1,0,0,0,1,No
46172,F,MD,20735,207,19,15,25,41,66,2,0,0,2,0,0,0,0,No
37324,F,MA,1033,10,21,15,24,41,65,2,0,2,0,0,0,0,0,No
33324,F,NJ,7039,70,23,15,25,39,64,2,1,0,1,0,0,0,0,No
34972,F,NY,11570,115,21,15,29,35,64,2,1,0,0,0,0,0,1,No
56848,F,PA,17565,175,17,15,26,38,64,2,0,1,0,1,0,0,0,No
15168,F,NJ,8054,80,21,15,25,38,63,2,1,0,1,0,0,0,0,No
20437,F,PA,18940,189,19,15,27,36,63,2,0,0,1,0,1,0,0,No
30829,M,NY,11211,112,19,15,25,38,63,2,1,0,1,0,0,0,0,No
32033,M,MA,1730,17,23,15,26,37,63,2,0,0,1,1,0,0,0,No
53650,F,NY,11209,112,23,15,29,33,62,2,0,0,0,0,0,1,1,No
57628,F,MA,2345,23,17,15,29,33,62,2,0,0,0,1,0,0,1,No
18483,M,NJ,7012,70,19,15,29,32,61,2,0,0,0,0,0,1,1,No
24818,F,NJ,8502,85,21,15,25,36,61,2,1,0,1,0,0,0,0,No
26708,F,MD,20706,207,19,15,28,33,61,2,1,0,0,0,0,1,0,No
27766,F,PA,18104,181,21,15,28,33,61,2,0,0,0,1,0,1,0,No
34804,F,NJ,7656,76,21,15,27,34,61,2,0,0,1,0,1,0,0,No
12315,M,CT,6611,66,23,15,27,33,60,2,0,0,1,0,1,0,0,No
22242,F,NY,10706,107,19,15,27,32,59,2,0,0,1,0,1,0,0,No
29853,F,CT,6851,68,17,15,28,31,59,2,1,0,0,0,0,1,0,No
55243,F,MD,20902,209,21,15,28,31,59,2,0,0,1,0,0,1,0,No
33833,F,NY,10573,105,17,15,25,33,58,2,1,0,1,0,0,0,0,No
48274,F,MA,2673,26,23,15,26,32,58,2,1,0,0,1,0,0,0,No
50602,F,PA,18940,189,19,15,25,33,58,2,1,0,1,0,0,0,0,No
34774,M,ME,4083,40,21,15,28,29,57,2,0,0,1,0,0,1,0,Yes
28393,F,NY,14701,147,17,15,29,27,56,2,0,0,1,0,0,0,1,No
14212,M,MA,2718,27,17,15,28,27,55,2,1,0,0,0,0,1,0,No
22058,M,NJ,8034,80,21,15,29,26,55,2,0,0,1,0,0,0,1,No
50333,F,NY,11771,117,19,15,25,30,55,2,0,0,2,0,0,0,0,No
55608,F,NY,14012,140,21,15,24,31,55,2,1,1,0,0,0,0,0,No
13140,F,NY,11771,117,19,15,29,25,54,2,0,0,0,0,0,1,1,No
37358,F,NY,14519,145,19,15,26,28,54,2,0,0,1,1,0,0,0,No
59990,F,NY,11803,118,19,15,25,29,54,2,1,0,1,0,0,0,0,No
28865,F,VI,851,8,19,15,27,26,53,2,0,1,0,0,1,0,0,No
30211,M,MD,20904,209,21,15,27,26,53,2,0,0,0,1,1,0,0,No
34971,M,NJ,8753,87,19,15,25,28,53,2,0,1,1,0,0,0,0,No
24313,F,CT,6901,69,21,15,25,27,52,2,0,0,2,0,0,0,0,No
24707,M,PA,19053,190,19,15,23,29,52,2,2,0,0,0,0,0,0,No
25528,M,NJ,7068,70,19,15,28,24,52,2,0,1,0,0,0,1,0,No
38594,F,CT,6437,64,17,15,25,27,52,2,0,1,1,0,0,0,0,No
39617,F,MA,2160,21,21,15,25,27,52,2,1,0,1,0,0,0,0,No
42985,F,NY,10028,100,21,15,27,25,52,2,0,1,0,0,1,0,0,No
46237,F,PA,18914,189,19,15,25,27,52,2,0,0,2,0,0,0,0,No
58452,F,NY,10704,107,17,15,24,28,52,2,0,2,0,0,0,0,0,No
50503,F,PA,19118,191,19,15,29,21,50,2,0,0,1,0,0,0,1,No
25912,F,NJ,7666,76,23,15,25,24,49,2,1,0,1,0,0,0,0,No
37490,F,NJ,8022,80,19,15,24,25,49,2,1,1,0,0,0,0,0,No
11802,M,NJ,7039,70,21,15,29,19,48,2,0,0,1,0,0,0,1,No
50109,F,NY,12603,126,19,15,24,24,48,2,1,1,0,0,0,0,0,No
56216,F,NJ,7739,77,21,15,29,19,48,2,0,0,0,1,0,0,1,No
10969,F,NJ,7016,70,17,15,24,23,47,2,0,2,0,0,0,0,0,No
33009,F,NY,11232,112,23,15,24,23,47,2,1,1,0,0,0,0,0,No
19990,M,MA,2141,21,23,15,29,17,46,2,1,0,0,0,0,0,1,No
21522,F,MD,21216,212,19,15,29,17,46,2,0,0,1,0,0,0,1,No
33582,F,PA,17042,170,19,15,27,19,46,2,1,0,0,0,1,0,0,No
46582,F,PA,18966,189,17,15,29,17,46,2,0,0,1,0,0,0,1,No
49115,F,CT,6896,68,21,15,25,21,46,2,1,0,1,0,0,0,0,No
18570,M,NJ,8033,80,17,15,25,20,45,2,1,0,1,0,0,0,0,No
24416,F,NJ,7501,75,23,15,26,19,45,2,0,1,0,1,0,0,0,No
26790,F,NJ,7018,70,17,15,28,17,45,2,0,0,1,0,0,1,0,No
38570,F,MA,1588,15,23,15,25,20,45,2,1,0,1,0,0,0,0,No
41608,F,NJ,7305,73,17,15,29,16,45,2,0,0,0,1,0,0,1,No
53953,M,NY,10466,104,19,15,25,20,45,2,0,0,2,0,0,0,0,No
12604,F,PA,18336,183,17,15,27,17,44,2,0,0,1,0,1,0,0,No
15048,F,MA,2125,21,19,15,28,16,44,2,0,0,0,1,0,1,0,No
34929,F,NJ,8527,85,21,15,27,17,44,2,0,0,1,0,1,0,0,No
36268,M,NY,11771,117,19,15,25,19,44,2,1,0,1,0,0,0,0,Yes
59064,F,NY,10312,103,23,15,27,17,44,2,1,0,0,0,1,0,0,No
29713,F,NY,11787,117,23,15,28,15,43,2,1,0,0,0,0,1,0,No
31045,M,NY,11798,117,21,15,29,14,43,2,0,0,0,0,1,0,1,No
33026,F,MA,1880,18,21,15,28,15,43,2,1,0,0,0,0,1,0,No
44726,F,NY,10025,100,17,15,26,17,43,2,0,0,1,1,0,0,0,No
57939,F,NY,11236,112,23,15,28,15,43,2,0,0,1,0,0,1,0,No
13626,M,MA,1940,19,21,15,25,17,42,2,1,0,1,0,0,0,0,No
37650,F,NY,11704,117,21,15,27,15,42,2,1,0,0,0,1,0,0,No
38447,F,NY,11223,112,23,15,26,16,42,2,1,0,0,1,0,0,0,No
49191,M,PA,17038,170,23,15,25,17,42,2,0,1,1,0,0,0,0,No
16921,F,NY,10280,102,23,15,29,12,41,2,0,0,0,1,0,0,1,No
25434,F,CT,6109,61,21,15,27,14,41,2,0,1,0,0,1,0,0,No
35079,F,CT,6430,64,23,15,28,13,41,2,0,0,0,0,1,1,0,No
43357,F,NJ,8070,80,21,15,29,12,41,2,0,0,1,0,0,0,1,No
59549,F,CT,6460,64,23,15,26,15,41,2,1,0,0,1,0,0,0,No
